month,med_name,total_packs,total_value,stock_movement
2025-03-01,Rimadyl (Carprofen),112.5,2250.0,stock out
2025-03-01,Cystaid,34.5,1552.5,stock out
2025-03-01,SlimPaws,2.8199999999999963,56.400000000000091,stock out
2025-03-01,WormAway,3.5399999999999916,42.479999999999954,stock out
2025-03-01,EarClear,10.599999999999978,127.20000000000022,stock out
2025-03-01,VetriScience Perio Support,1.3000000000000007,32.5,stock out
2025-03-01,UroVet,38.080000000000211,952.0,stock out
2025-03-01,RespiraTonic,2.4600000000000017,36.89999999999997,stock out
2025-03-01,Torbutrol (Butorphanol Tartrate),23.5,235.0,stock out
2025-03-01,Clavamox (Amoxicillin/Clavulanic),199.5,8465.0,stock out
2025-03-01,Tobrex (Tobramycin),85.0,2975.0,stock out
2025-03-01,FleaGuard,4.5299999999999931,67.950000000000188,stock out
2025-03-01,Prednisolone,6.6199999999999832,97.63999999999993,stock out
2025-03-01,GingivaPlus,1.9500000000000015,39.00000000000005,stock out
2025-03-01,Atopica (Cyclosporine),117.0,8775.0,stock out
2025-03-01,OncoCare,6.8400000000000123,342.0,stock out
2025-03-01,Palladia (Toceranib Phosphate),79.5,39750.0,stock out
2025-03-01,CardioVet,18.479999999999958,332.63999999999959,stock out
2025-03-01,OraVet Dental Gel,28.0,560.0,stock out
2025-03-01,EyeClear,22.200000000000045,444.0,stock out
2025-03-01,ThyroVet,17.850000000000051,535.5000000000025,stock out
2025-03-01,Vetmedin (Pimobendan),585.0,29250.0,stock out
2025-03-01,Cerenia (Maropitant),63.0,1575.0,stock out
2025-03-01,Tresaderm (Antibiotic Drops),63.5,1587.5,stock out
2025-03-01,Virbac C.E.T. Enzymatic Oral Gel,48.200000000000145,867.60000000000355,stock out
2025-03-01,Enrofloxacin (Baytril),66.5,1995.0,stock out
2025-03-01,FleaStop,4.19999999999999,63.000000000000156,stock out
2025-03-01,Renal Support RX (Cat),14.279999999999996,357.0,stock out
2025-03-01,Enzymatic Dental Gel,2.2400000000000015,26.879999999999942,stock out
2025-03-01,Otomax (Mometasone Furoate),33.79999999999994,1014.0,stock out
2025-03-01,Canine Eye Health,3.2800000000000025,196.79999999999956,stock out
2025-03-01,Zyrtec (Cetirizine),36.000000000000014,900.0,stock out
2025-03-01,Hill's Prescription Diet w/d,5.1999999999999895,260.0,stock out
2025-03-01,AllerEx,8.6400000000000077,190.07999999999919,stock out
2025-03-01,WetTailMed,11.399999999999975,114.0,stock out
2025-03-01,RetinoGuard,19.0,760.0,stock out
2025-03-01,WormGuard,4.7099999999999946,56.519999999999932,stock out
2025-03-01,Gabapentin,71.0,1775.0,stock out
2025-03-01,Dermacure,0.76000000000000034,13.679999999999994,stock out
2025-03-01,Griseofulvin,118.0,4720.0,stock out
2025-03-01,Adequan Canine,190.0,17100.0,stock out
2025-03-01,Dasuquin Advanced,27.300000000000253,1501.5,stock out
2025-03-01,Frontline Plus,191.0,9550.0,stock out
2025-03-01,Phenobarbital,77.5,3875.0,stock out
2025-03-01,Beano,8.7999999999999847,176.0,stock out
2025-03-01,CushiVet,14.879999999999875,595.1999999999997,stock out
2025-03-01,Petromalt,7.39999999999999,74.0,stock out
2025-03-01,BoneHeal,3.5400000000000027,141.59999999999985,stock out
2025-03-01,Methimazole,66.25,1987.5,stock out
2025-03-01,Levothyroxine,7.0499999999999829,105.75,stock out
2025-03-01,FlexiJoint (Dog),4.8999999999999835,146.99999999999932,stock out
2025-03-01,Nutra Thrive Canine,2.4000000000000017,120.0,stock out
2025-04-01,RetinoGuard,19.200000000000003,768.0,stock out
2025-04-01,GingivaPlus,2.6099999999999977,52.200000000000081,stock out
2025-04-01,Griseofulvin,132.5,5300.0,stock out
2025-04-01,Canine Eye Health,3.3000000000000025,197.99999999999955,stock out
2025-04-01,Prednisolone,6.7799999999999807,139.85999999999999,stock out
2025-04-01,Phenobarbital,64.5,3225.0,stock out
2025-04-01,Adequan Canine,151.0,13590.0,stock out
2025-04-01,SlimPaws,2.1600000000000006,43.20000000000006,stock out
2025-04-01,WetTailMed,10.899999999999977,109.0,stock out
2025-04-01,Frontline Plus,114.0,5700.0,stock out
2025-04-01,Beano,9.89999999999998,198.0,stock out
2025-04-01,RespiraTonic,4.1400000000000023,62.09999999999993,stock out
2025-04-01,Torbutrol (Butorphanol Tartrate),32.5,325.0,stock out
2025-04-01,FungalGuard,4.0200000000000022,72.359999999999914,stock out
2025-04-01,Cerenia (Maropitant),102.0,2550.0,stock out
2025-04-01,Zyrtec (Cetirizine),30.600000000000051,765.0,stock out
2025-04-01,Hill's Prescription Diet w/d,3.8499999999999943,192.5,stock out
2025-04-01,Cystaid,37.5,1687.5,stock out
2025-04-01,OncoCare,3.9599999999999889,198.0,stock out
2025-04-01,OtitisClean,20.100000000000016,361.80000000000132,stock out
2025-04-01,Atopica (Cyclosporine),97.5,7312.5,stock out
2025-04-01,Renal Support RX (Cat),15.979999999999995,399.5,stock out
2025-04-01,Virbac C.E.T. Enzymatic Oral Gel,46.000000000000114,828.0000000000033,stock out
2025-04-01,Enzymatic Dental Gel,1.660000000000001,19.919999999999987,stock out
2025-04-01,Dermacure,1.1000000000000005,19.799999999999986,stock out
2025-04-01,CushiVet,11.069999999999956,442.79999999999723,stock out
2025-04-01,Tobrex (Tobramycin),93.5,3272.5,stock out
2025-04-01,EyeClear,21.000000000000028,420.0,stock out
2025-04-01,OraVet Dental Gel,30.75,615.0,stock out
2025-04-01,Methimazole,51.75,1552.5,stock out
2025-04-01,Tresaderm (Antibiotic Drops),51.5,1287.5,stock out
2025-04-01,Petromalt,5.5999999999999961,56.0,stock out
2025-04-01,ArthriFlex,18.15999999999995,635.60000000000014,stock out
2025-04-01,Fenbendazole (Panacur),158.0,6320.0,stock out
2025-04-01,Enrofloxacin (Baytril),67.0,2010.0,stock out
2025-04-01,Nutra Thrive Canine,2.5000000000000018,125.0,stock out
2025-04-01,BoneHeal,4.080000000000001,163.20000000000016,stock out
2025-04-01,WormAway,3.7499999999999902,44.99999999999995,stock out
2025-04-01,Adequan Canine Injection,99.0,7920.0,stock out
2025-04-01,WormGuard,3.0599999999999947,36.719999999999963,stock out
2025-04-01,Otomax (Mometasone Furoate),28.59999999999993,858.0,stock out
2025-04-01,Rimadyl (Carprofen),107.5,2150.0,stock out
2025-04-01,UroVet,30.940000000000143,773.5,stock out
2025-04-01,Metronidazole,202.0,2020.0,stock out
2025-04-01,CardioVet,17.039999999999988,306.71999999999963,stock out
2025-04-01,Dasuquin Advanced,20.600000000000158,1133.0,stock out
2025-04-01,Gabapentin,27.5,687.5,stock out
2025-04-01,Palladia (Toceranib Phosphate),98.0,49000.0,stock out
2025-04-01,ThyroVet,12.530000000000031,375.90000000000083,stock out
2025-04-01,FleaGuard,3.3899999999999926,50.85000000000008,stock out
2025-04-01,Cephalexin (500 mg),19.0,380.0,stock out
2025-04-01,AllerEx,4.5599999999999934,100.31999999999965,stock out
2025-04-01,Vetmedin (Pimobendan),581.0,29050.0,stock out
2025-04-01,Levothyroxine,4.5499999999999918,68.25,stock out
2025-04-01,FleaStop,4.16999999999999,62.550000000000153,stock out
2025-04-01,FlexiJoint (Dog),4.5399999999999912,136.19999999999942,stock out
2025-04-01,DiarStop,70.949999999999719,1064.2500000000041,stock out
2025-04-01,VetriScience Perio Support,1.2000000000000006,30.0,stock out
2025-04-01,EarClear,13.599999999999968,163.19999999999987,stock out
2025-04-01,Clavamox (Amoxicillin/Clavulanic),195.0,8315.0,stock out
2025-05-01,OtitisClean,11.199999999999976,201.60000000000031,stock out
2025-05-01,UroVet,33.150000000000162,828.75,stock out
2025-05-01,Tobrex (Tobramycin),107.5,3762.5,stock out
2025-05-01,Beano,10.399999999999979,208.0,stock out
2025-05-01,Virbac C.E.T. Enzymatic Oral Gel,37.8,680.40000000000236,stock out
2025-05-01,AllerEx,6.3600000000000083,139.91999999999945,stock out
2025-05-01,Enzymatic Dental Gel,1.2800000000000007,15.360000000000012,stock out
2025-05-01,VetriScience Perio Support,1.0000000000000004,25.0,stock out
2025-05-01,RetinoGuard,15.399999999999961,616.0,stock out
2025-05-01,Adequan Canine,59.0,5310.0,stock out
2025-05-01,Prednisolone,7.0699999999999825,128.38999999999996,stock out
2025-05-01,Methimazole,45.0,1350.0,stock out
2025-05-01,DiarStop,65.669999999999746,985.05000000000348,stock out
2025-05-01,RespiraTonic,2.3400000000000016,35.099999999999973,stock out
2025-05-01,Dasuquin Advanced,18.700000000000131,1028.5,stock out
2025-05-01,Fenbendazole (Panacur),114.0,4560.0,stock out
2025-05-01,CardioVet,16.080000000000009,289.43999999999966,stock out
2025-05-01,GingivaPlus,0.75000000000000044,14.999999999999995,stock out
2025-05-01,Cerenia (Maropitant),121.0,3025.0,stock out
2025-05-01,OncoCare,2.8799999999999959,144.0,stock out
2025-05-01,Frontline Plus,84.0,4200.0,stock out
2025-05-01,Clavamox (Amoxicillin/Clavulanic),154.0,6540.0,stock out
2025-05-01,Canine Eye Health,2.2400000000000015,134.40000000000015,stock out
2025-05-01,Rimadyl (Carprofen),78.5,1570.0,stock out
2025-05-01,Torbutrol (Butorphanol Tartrate),21.0,210.0,stock out
2025-05-01,ArthriFlex,24.639999999999908,862.400000000001,stock out
2025-05-01,Vetmedin (Pimobendan),474.0,23700.0,stock out
2025-05-01,Otomax (Mometasone Furoate),31.199999999999921,936.0,stock out
2025-05-01,Metronidazole,108.0,1080.0,stock out
2025-05-01,WormAway,2.1600000000000006,25.919999999999977,stock out
2025-05-01,FleaStop,3.0299999999999949,45.450000000000045,stock out
2025-05-01,FlexiJoint (Dog),3.9600000000000031,118.79999999999959,stock out
2025-05-01,Enrofloxacin (Baytril),41.5,1245.0,stock out
2025-05-01,FungalGuard,4.0200000000000022,72.359999999999914,stock out
2025-05-01,FleaGuard,3.7499999999999902,56.250000000000114,stock out
2025-05-01,Dermacure,1.4800000000000009,26.639999999999976,stock out
2025-05-01,Cystaid,48.5,2182.5,stock out
2025-05-01,EyeClear,25.800000000000097,516.0,stock out
2025-05-01,Nutra Thrive Canine,3.2400000000000024,162.0,stock out
2025-05-01,Atopica (Cyclosporine),82.5,6187.5,stock out
2025-05-01,ThyroVet,11.900000000000029,357.00000000000063,stock out
2025-05-01,SlimPaws,2.22,44.400000000000063,stock out
2025-05-01,Palladia (Toceranib Phosphate),68.0,34000.0,stock out
2025-05-01,Renal Support RX (Cat),5.4399999999999986,136.0,stock out
2025-05-01,WormGuard,2.8199999999999963,33.839999999999968,stock out
2025-05-01,CushiVet,9.47999999999999,379.19999999999783,stock out
2025-05-01,Zyrtec (Cetirizine),24.000000000000036,600.0,stock out
2025-05-01,Petromalt,7.29999999999999,73.0,stock out
2025-05-01,OraVet Dental Gel,16.25,325.0,stock out
2025-05-01,Gabapentin,30.0,750.0,stock out
2025-05-01,Tresaderm (Antibiotic Drops),60.5,1512.5,stock out
2025-05-01,Cephalexin (500 mg),42.0,840.0,stock out
2025-05-01,Adequan Canine Injection,95.0,7600.0,stock out
2025-05-01,WetTailMed,12.199999999999973,122.0,stock out
2025-05-01,Phenobarbital,68.0,3400.0,stock out
2025-05-01,Levothyroxine,4.3499999999999925,65.25,stock out
2025-05-01,EarClear,10.899999999999977,130.80000000000018,stock out
2025-05-01,Hill's Prescription Diet w/d,4.0999999999999934,205.0,stock out
2025-05-01,BoneHeal,2.9800000000000022,119.1999999999997,stock out
2025-05-01,Griseofulvin,61.0,2440.0,stock out
2025-06-01,OraVet Dental Gel,21.75,435.0,stock out
2025-06-01,Cystaid,20.0,900.0,stock out
2025-06-01,WetTailMed,5.2999999999999972,53.0,stock out
2025-06-01,Virbac C.E.T. Enzymatic Oral Gel,40.400000000000034,727.20000000000266,stock out
2025-06-01,Zyrtec (Cetirizine),18.300000000000022,457.5,stock out
2025-06-01,Clavamox (Amoxicillin/Clavulanic),130.0,5432.5,stock out
2025-06-01,CushiVet,8.97,358.799999999998,stock out
2025-06-01,Griseofulvin,89.5,3580.0,stock out
2025-06-01,Prednisolone,6.8399999999999821,128.87999999999994,stock out
2025-06-01,Gabapentin,36.5,912.5,stock out
2025-06-01,Tresaderm (Antibiotic Drops),50.0,1250.0,stock out
2025-06-01,Torbutrol (Butorphanol Tartrate),28.5,285.0,stock out
2025-06-01,Metronidazole,146.0,1460.0,stock out
2025-06-01,Renal Support RX (Cat),6.799999999999998,170.0,stock out
2025-06-01,Rimadyl (Carprofen),58.0,1160.0,stock out
2025-06-01,Adequan Canine,119.0,10710.0,stock out
2025-06-01,RespiraTonic,3.0000000000000022,44.999999999999957,stock out
2025-06-01,Nutra Thrive Canine,1.2400000000000007,62.0,stock out
2025-06-01,WormGuard,3.5399999999999916,42.479999999999954,stock out
2025-06-01,Cerenia (Maropitant),83.0,2075.0,stock out
2025-06-01,BoneHeal,2.8800000000000021,115.19999999999972,stock out
2025-06-01,DiarStop,59.399999999999778,891.00000000000261,stock out
2025-06-01,GingivaPlus,1.5600000000000012,31.200000000000031,stock out
2025-06-01,Atopica (Cyclosporine),87.0,6525.0,stock out
2025-06-01,Phenobarbital,42.0,2100.0,stock out
2025-06-01,RetinoGuard,7.8999999999999879,316.0,stock out
2025-06-01,FleaStop,3.2699999999999934,49.050000000000068,stock out
2025-06-01,FungalGuard,3.2600000000000025,58.679999999999929,stock out
2025-06-01,Hill's Prescription Diet w/d,3.8499999999999943,192.5,stock out
2025-06-01,Enrofloxacin (Baytril),28.5,855.0,stock out
2025-06-01,Frontline Plus,67.0,3350.0,stock out
2025-06-01,Fenbendazole (Panacur),94.0,3760.0,stock out
2025-06-01,Beano,7.0999999999999908,142.0,stock out
2025-06-01,Canine Eye Health,2.700000000000002,161.99999999999989,stock out
2025-06-01,Methimazole,37.0,1110.0,stock out
2025-06-01,FleaGuard,2.549999999999998,38.25,stock out
2025-06-01,OncoCare,4.9799999999999969,249.0,stock out
2025-06-01,Cephalexin (500 mg),36.0,720.0,stock out
2025-06-01,AllerEx,3.6899999999999906,81.179999999999751,stock out
2025-06-01,SlimPaws,2.399999999999999,48.000000000000071,stock out
2025-06-01,Petromalt,11.699999999999974,117.0,stock out
2025-06-01,Dermacure,0.56000000000000016,10.08,stock out
2025-06-01,UroVet,21.59000000000005,539.75,stock out
2025-06-01,EyeClear,16.099999999999959,322.0,stock out
2025-06-01,Dasuquin Advanced,11.850000000000033,651.75,stock out
2025-06-01,Tobrex (Tobramycin),45.0,1575.0,stock out
2025-06-01,VetriScience Perio Support,0.50000000000000011,12.5,stock out
2025-06-01,Otomax (Mometasone Furoate),18.799999999999965,564.0,stock out
2025-06-01,Adequan Canine Injection,62.0,4960.0,stock out
2025-06-01,ThyroVet,12.460000000000031,373.80000000000081,stock out
2025-06-01,FlexiJoint (Dog),2.3600000000000017,70.80000000000004,stock out
2025-06-01,EarClear,6.7999999999999918,81.600000000000108,stock out
2025-06-01,Levothyroxine,6.199999999999986,93.0,stock out
2025-06-01,ArthriFlex,9.599999999999989,335.99999999999972,stock out
2025-06-01,Enzymatic Dental Gel,1.2000000000000006,14.400000000000011,stock out
2025-06-01,OtitisClean,12.199999999999973,219.60000000000042,stock out
2025-06-01,Vetmedin (Pimobendan),474.0,23700.0,stock out
2025-06-01,Palladia (Toceranib Phosphate),71.5,35750.0,stock out
2025-06-01,CardioVet,15.440000000000012,277.91999999999967,stock out
2025-06-01,WormAway,1.7400000000000013,20.879999999999985,stock out
2025-07-01,WormAway,2.7599999999999967,33.119999999999969,stock out
2025-07-01,Dasuquin Advanced,9.55,525.25,stock out
2025-07-01,GingivaPlus,0.27,5.3999999999999995,stock out
2025-07-01,RetinoGuard,9.6999999999999815,388.0,stock out
2025-07-01,Dermacure,0.92000000000000048,16.559999999999992,stock out
2025-07-01,EyeClear,13.299999999999969,266.0,stock out
2025-07-01,Atopica (Cyclosporine),68.5,5137.5,stock out
2025-07-01,ThyroVet,11.200000000000026,336.0000000000004,stock out
2025-07-01,Enrofloxacin (Baytril),47.5,1425.0,stock out
2025-07-01,Gabapentin,34.0,850.0,stock out
2025-07-01,FleaStop,2.0100000000000016,30.149999999999967,stock out
2025-07-01,FungalGuard,1.8000000000000012,32.39999999999997,stock out
2025-07-01,Phenobarbital,31.5,1575.0,stock out
2025-07-01,WetTailMed,6.2999999999999936,63.0,stock out
2025-07-01,Petromalt,7.29999999999999,73.0,stock out
2025-07-01,BoneHeal,1.640000000000001,65.5999999999999,stock out
2025-07-01,Cephalexin (500 mg),22.0,440.0,stock out
2025-07-01,Virbac C.E.T. Enzymatic Oral Gel,31.999999999999918,576.00000000000171,stock out
2025-07-01,Tobrex (Tobramycin),61.5,2152.5,stock out
2025-07-01,Palladia (Toceranib Phosphate),67.5,33750.0,stock out
2025-07-01,EarClear,6.6999999999999922,80.4000000000001,stock out
2025-07-01,DiarStop,29.369999999999933,440.54999999999933,stock out
2025-07-01,Enzymatic Dental Gel,0.68000000000000027,8.1600000000000055,stock out
2025-07-01,WormGuard,2.9699999999999953,35.639999999999965,stock out
2025-07-01,CardioVet,8.4800000000000058,152.63999999999984,stock out
2025-07-01,FlexiJoint (Dog),3.4800000000000026,104.39999999999972,stock out
2025-07-01,RespiraTonic,2.1600000000000015,32.399999999999977,stock out
2025-07-01,VetriScience Perio Support,0.48000000000000015,12.0,stock out
2025-07-01,Cerenia (Maropitant),59.0,1475.0,stock out
2025-07-01,Metronidazole,165.0,1650.0,stock out
2025-07-01,Frontline Plus,96.0,4800.0,stock out
2025-07-01,Clavamox (Amoxicillin/Clavulanic),157.0,6570.0,stock out
2025-07-01,SlimPaws,1.320000000000001,26.40000000000002,stock out
2025-07-01,Cystaid,28.5,1282.5,stock out
2025-07-01,Beano,8.4999999999999858,170.0,stock out
2025-07-01,OncoCare,2.5799999999999979,129.0,stock out
2025-07-01,Canine Eye Health,2.800000000000002,167.99999999999983,stock out
2025-07-01,Adequan Canine,134.0,12060.0,stock out
2025-07-01,Nutra Thrive Canine,1.7000000000000011,85.0,stock out
2025-07-01,FleaGuard,1.5000000000000011,22.499999999999979,stock out
2025-07-01,Fenbendazole (Panacur),101.0,4040.0,stock out
2025-07-01,Rimadyl (Carprofen),65.5,1310.0,stock out
2025-07-01,Zyrtec (Cetirizine),12.300000000000008,307.5,stock out
2025-07-01,Adequan Canine Injection,66.0,5280.0,stock out
2025-07-01,Vetmedin (Pimobendan),404.0,20200.0,stock out
2025-07-01,OraVet Dental Gel,17.0,340.0,stock out
2025-07-01,Renal Support RX (Cat),3.9099999999999988,97.75,stock out
2025-07-01,Tresaderm (Antibiotic Drops),20.0,500.0,stock out
2025-07-01,Methimazole,34.0,1020.0,stock out
2025-07-01,ArthriFlex,13.579999999999966,475.29999999999956,stock out
2025-07-01,Prednisolone,8.2299999999999827,152.70999999999995,stock out
2025-07-01,Griseofulvin,66.0,2640.0,stock out
2025-07-01,OtitisClean,11.199999999999976,201.60000000000031,stock out
2025-07-01,CushiVet,9.5699999999999878,382.79999999999779,stock out
2025-07-01,Otomax (Mometasone Furoate),8.6000000000000014,258.0,stock out
2025-07-01,Torbutrol (Butorphanol Tartrate),20.5,205.0,stock out
2025-07-01,Levothyroxine,3.2499999999999964,48.75,stock out
2025-07-01,AllerEx,3.329999999999993,73.259999999999792,stock out
2025-07-01,Hill's Prescription Diet w/d,1.850000000000001,92.5,stock out
2025-07-01,UroVet,19.550000000000029,488.75,stock out
2025-08-01,WormAway,2.4299999999999988,29.159999999999972,stock out
2025-08-01,RespiraTonic,1.9800000000000013,29.699999999999982,stock out
2025-08-01,BoneHeal,1.8000000000000012,71.999999999999872,stock out
2025-08-01,Torbutrol (Butorphanol Tartrate),17.0,170.0,stock out
2025-08-01,Cystaid,33.0,1485.0,stock out
2025-08-01,FleaStop,2.9399999999999955,44.100000000000037,stock out
2025-08-01,Tobrex (Tobramycin),73.0,2555.0,stock out
2025-08-01,Dasuquin Advanced,10.150000000000009,558.25,stock out
2025-08-01,Gabapentin,24.0,600.0,stock out
2025-08-01,VetriScience Perio Support,0.6000000000000002,15.0,stock out
2025-08-01,WetTailMed,6.5999999999999925,66.0,stock out
2025-08-01,EarClear,3.800000000000002,45.600000000000023,stock out
2025-08-01,Rimadyl (Carprofen),69.0,1380.0,stock out
2025-08-01,DiarStop,30.359999999999928,455.3999999999993,stock out
2025-08-01,Palladia (Toceranib Phosphate),28.5,14250.0,stock out
2025-08-01,GingivaPlus,0.9300000000000006,18.6,stock out
2025-08-01,OraVet Dental Gel,10.25,205.0,stock out
2025-08-01,Nutra Thrive Canine,1.9000000000000012,95.0,stock out
2025-08-01,FleaGuard,2.25,33.749999999999972,stock out
2025-08-01,Zyrtec (Cetirizine),21.900000000000031,547.5,stock out
2025-08-01,Levothyroxine,3.949999999999994,59.25,stock out
2025-08-01,Dermacure,0.6000000000000002,10.799999999999999,stock out
2025-08-01,Phenobarbital,14.5,725.0,stock out
2025-08-01,Virbac C.E.T. Enzymatic Oral Gel,16.999999999999972,306.0,stock out
2025-08-01,FlexiJoint (Dog),2.5000000000000018,75.0,stock out
2025-08-01,Renal Support RX (Cat),1.3599999999999999,34.0,stock out
2025-08-01,Atopica (Cyclosporine),34.0,2550.0,stock out
2025-08-01,AllerEx,3.1799999999999939,69.959999999999809,stock out
2025-08-01,Petromalt,5.9999999999999947,60.0,stock out
2025-08-01,Fenbendazole (Panacur),65.0,2600.0,stock out
2025-08-01,SlimPaws,1.7400000000000013,34.80000000000004,stock out
2025-08-01,OncoCare,2.6399999999999975,132.0,stock out
2025-08-01,RetinoGuard,9.2999999999999829,372.0,stock out
2025-08-01,Hill's Prescription Diet w/d,2.9999999999999973,150.0,stock out
2025-08-01,Frontline Plus,106.0,5300.0,stock out
2025-08-01,Methimazole,25.75,772.5,stock out
2025-08-01,ArthriFlex,10.219999999999981,357.69999999999953,stock out
2025-08-01,Vetmedin (Pimobendan),306.0,15300.0,stock out
2025-08-01,Metronidazole,121.0,1210.0,stock out
2025-08-01,OtitisClean,11.099999999999977,199.8000000000003,stock out
2025-08-01,FungalGuard,0.9400000000000005,16.919999999999991,stock out
2025-08-01,Cephalexin (500 mg),35.0,700.0,stock out
2025-08-01,Tresaderm (Antibiotic Drops),9.5,237.5,stock out
2025-08-01,Enzymatic Dental Gel,0.62000000000000022,7.4400000000000048,stock out
2025-08-01,Griseofulvin,49.5,1980.0,stock out
2025-08-01,ThyroVet,8.1900000000000137,245.69999999999953,stock out
2025-08-01,EyeClear,16.499999999999964,330.0,stock out
2025-08-01,Canine Eye Health,1.2600000000000007,75.6000000000001,stock out
2025-08-01,Clavamox (Amoxicillin/Clavulanic),99.0,4212.5,stock out
2025-08-01,Otomax (Mometasone Furoate),19.799999999999962,594.0,stock out
2025-08-01,Adequan Canine,134.0,12060.0,stock out
2025-08-01,Enrofloxacin (Baytril),13.0,390.0,stock out
2025-08-01,CushiVet,4.2299999999999907,169.19999999999982,stock out
2025-08-01,Beano,7.599999999999989,152.0,stock out
2025-08-01,CardioVet,5.1200000000000028,92.159999999999926,stock out
2025-08-01,Adequan Canine Injection,76.0,6080.0,stock out
2025-08-01,WormGuard,2.8499999999999961,34.199999999999967,stock out
2025-08-01,UroVet,21.080000000000044,527.0,stock out
2025-08-01,Prednisolone,4.2499999999999956,82.84999999999998,stock out
2025-08-01,Cerenia (Maropitant),78.0,1950.0,stock out
2025-09-01,Dermacure,0.32,5.7600000000000007,stock out
2025-09-01,Cerenia (Maropitant),45.0,1125.0,stock out
2025-09-01,Gabapentin,19.0,475.0,stock out
2025-09-01,Canine Eye Health,1.680000000000001,100.80000000000015,stock out
2025-09-01,WormAway,2.28,27.359999999999975,stock out
2025-09-01,FleaStop,1.8900000000000015,28.349999999999969,stock out
2025-09-01,UroVet,15.469999999999995,386.75,stock out
2025-09-01,Virbac C.E.T. Enzymatic Oral Gel,14.399999999999981,259.1999999999997,stock out
2025-09-01,ArthriFlex,9.8399999999999839,344.39999999999964,stock out
2025-09-01,ThyroVet,4.9,146.9999999999998,stock out
2025-09-01,Frontline Plus,27.0,1350.0,stock out
2025-09-01,DiarStop,26.069999999999951,391.04999999999944,stock out
2025-09-01,EyeClear,11.799999999999974,236.0,stock out
2025-09-01,CushiVet,3.2999999999999932,132.00000000000017,stock out
2025-09-01,OraVet Dental Gel,6.5,130.0,stock out
2025-09-01,FleaGuard,1.8000000000000014,26.999999999999972,stock out
2025-09-01,RespiraTonic,1.2000000000000006,18.0,stock out
2025-09-01,Cephalexin (500 mg),13.0,260.0,stock out
2025-09-01,Griseofulvin,72.5,2900.0,stock out
2025-09-01,Otomax (Mometasone Furoate),13.399999999999984,402.0,stock out
2025-09-01,EarClear,6.2999999999999936,75.6000000000001,stock out
2025-09-01,RetinoGuard,8.1999999999999869,328.0,stock out
2025-09-01,Fenbendazole (Panacur),59.0,2360.0,stock out
2025-09-01,Atopica (Cyclosporine),46.0,3450.0,stock out
2025-09-01,Methimazole,24.5,735.0,stock out
2025-09-01,OncoCare,0.78000000000000047,39.0,stock out
2025-09-01,Phenobarbital,9.5,475.0,stock out
2025-09-01,Prednisolone,4.08,60.659999999999954,stock out
2025-09-01,Cystaid,10.0,450.0,stock out
2025-09-01,SlimPaws,0.63000000000000034,12.599999999999996,stock out
2025-09-01,Adequan Canine,54.0,4860.0,stock out
2025-09-01,VetriScience Perio Support,0.90000000000000047,22.5,stock out
2025-09-01,Renal Support RX (Cat),5.9499999999999984,148.75,stock out
2025-09-01,Nutra Thrive Canine,1.0200000000000005,51.0,stock out
2025-09-01,Vetmedin (Pimobendan),176.0,8800.0,stock out
2025-09-01,Metronidazole,77.0,770.0,stock out
2025-09-01,OtitisClean,7.8999999999999879,142.19999999999993,stock out
2025-09-01,Palladia (Toceranib Phosphate),27.0,13500.0,stock out
2025-09-01,Adequan Canine Injection,90.0,7200.0,stock out
2025-09-01,FungalGuard,0.9400000000000005,16.919999999999991,stock out
2025-09-01,AllerEx,4.4099999999999921,97.019999999999669,stock out
2025-09-01,BoneHeal,2.3400000000000016,93.5999999999998,stock out
2025-09-01,WetTailMed,3.1000000000000014,31.0,stock out
2025-09-01,Petromalt,6.0999999999999943,61.0,stock out
2025-09-01,WormGuard,1.9500000000000015,23.399999999999981,stock out
2025-09-01,Dasuquin Advanced,6.5499999999999847,360.25,stock out
2025-09-01,Rimadyl (Carprofen),33.5,670.0,stock out
2025-09-01,Torbutrol (Butorphanol Tartrate),13.0,130.0,stock out
2025-09-01,CardioVet,5.9200000000000035,106.5599999999999,stock out
2025-09-01,Clavamox (Amoxicillin/Clavulanic),84.0,3577.5,stock out
2025-09-01,Beano,4.7999999999999989,96.0,stock out
2025-09-01,Enzymatic Dental Gel,0.64000000000000024,7.680000000000005,stock out
2025-09-01,Levothyroxine,1.9500000000000011,29.25,stock out
2025-09-01,Zyrtec (Cetirizine),20.100000000000026,502.5,stock out
2025-09-01,Enrofloxacin (Baytril),30.0,900.0,stock out
2025-09-01,GingivaPlus,0.72000000000000042,14.399999999999995,stock out
2025-09-01,FlexiJoint (Dog),1.9000000000000012,57.000000000000092,stock out
2025-09-01,Hill's Prescription Diet w/d,3.2999999999999963,165.0,stock out
2025-09-01,Tobrex (Tobramycin),42.5,1487.5,stock out
2025-09-01,Tresaderm (Antibiotic Drops),15.5,387.5,stock out
2025-10-01,Petromalt,7.39999999999999,74.0,stock out
2025-10-01,Nutra Thrive Canine,1.3200000000000007,66.0,stock out
2025-10-01,Tresaderm (Antibiotic Drops),16.0,400.0,stock out
2025-10-01,Beano,4.7999999999999989,96.0,stock out
2025-10-01,Dasuquin Advanced,6.6499999999999844,365.75,stock out
2025-10-01,Palladia (Toceranib Phosphate),22.5,11250.0,stock out
2025-10-01,Tobrex (Tobramycin),24.0,840.0,stock out
2025-10-01,WetTailMed,2.600000000000001,26.0,stock out
